# CoCo3 OS-9 PER-FILE INVENTORY -- harness/tools/game_manifest.py --os9
# ★ sha256 is of the FILE CONTENT read out of the image. Content only: no AGI
# resource is decoded, and no game byte is stored here -- only its digest.
#
image	file	kind	size	actual	sha256	short
King's Quest I (Sierra On-Line) (OS-9) (Coco 3)/Savegames/kq1-sg.dsk	kq1sg.4	other	2263	2263	589bf89cff3f4e801be1975cd53d424b4e85490826af42d6310f97637f1283c5	0
King's Quest I (Sierra On-Line) (OS-9) (Coco 3)/Savegames/kq1-sg.dsk	kq1sg.5	other	2257	2257	538735a783f123bafa0efb0656bd249887cc7fd6d595d60e9d3063c061979372	0
King's Quest I (Sierra On-Line) (OS-9) (Coco 3)/Savegames/kq1-sg.dsk	kq1sg.6	other	2257	2257	1fc24e851d4961839f6672ec57d97501cae9b1505e8587ac721e196930a04e6e	0
King's Quest I (Sierra On-Line) (OS-9) (Coco 3)/Savegames/kq1-sg.dsk	kq1sg.7	other	2257	2257	c5fff02fd0bc8421750cba67cf36945a019fd3e8d303c82fc925316ed6c0613b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/sdir	host	1393	1393	dca3c7ad5ab79597c48174bd5946a8cf4736c77ce623e18b2ef9a840d15c544d	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/sdrive	host	814	814	f564db69926216432b0f71fbd3ae5904fe0610a2e92d6838d318301c96eb3f2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	logDir	agi	543	543	1fae92595061134034938dc358654121b38d14d7c7a94c668b52d3a74f92af27	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	OS9Boot	host	22834	22834	c65d31382d58fdf32113684126cddf4c5fdb4fe3d92fb07573812ac7eb1cbc4f	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	picDir	agi	354	354	3fc3d679ca12c6b39fa427bc2c0f23d3ba86059df220a1253285d7647bfd1708	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	sndDir	agi	135	135	a72f6a90749b75b719d54b0297f69d4073e6d9792c003cbbef5cfca4c22c34b9	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	toc	host	13	13	330665d6eca65a7de928cdd0ad3212e47a16ed1a1490939d68eb0f57d95530da	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	toc.txt	host	24	24	123e411a964a917fc2bda6db3c2ba8b06f7845c8a43fad5889908c62948e4485	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	viewDir	agi	705	705	487d337d52cf84b45dc4b4c6050fc9a544b2663357e77835412178ecf23c317a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	vol.0	agi	22752	22752	7c4693f46b1e216483b3852c7132a4adeac83861e83246e78d11e5150c9f1d98	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	vol.1	agi	145471	145471	50e2cd48db9e7d9dbd69e22b925a2b6fa4b5d6d7fb99a27bfd378bbf2ad258db	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	vol.2	agi	189967	189967	84b0d995113e63ba15f2a3081866209aff9d7bd4f4143436a46b372489e469fc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/kq2.dsk	words.tok	agi	3516	3516	d404578e135a58dafd390b722e9f7bef57e30a693cf08608c824fc6315c73d93	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	logDir	agi	543	543	1fae92595061134034938dc358654121b38d14d7c7a94c668b52d3a74f92af27	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	OS9Boot	host	21958	21958	0418ed8d0c3b881ca7126a68624029e42c5df0bfa2538354bbac37d9d1c67a29	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	picDir	agi	354	354	3fc3d679ca12c6b39fa427bc2c0f23d3ba86059df220a1253285d7647bfd1708	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	sndDir	agi	135	135	a72f6a90749b75b719d54b0297f69d4073e6d9792c003cbbef5cfca4c22c34b9	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	toc	host	13	13	330665d6eca65a7de928cdd0ad3212e47a16ed1a1490939d68eb0f57d95530da	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	toc.txt	host	24	24	123e411a964a917fc2bda6db3c2ba8b06f7845c8a43fad5889908c62948e4485	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	viewDir	agi	705	705	487d337d52cf84b45dc4b4c6050fc9a544b2663357e77835412178ecf23c317a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	vol.0	agi	22752	22752	7c4693f46b1e216483b3852c7132a4adeac83861e83246e78d11e5150c9f1d98	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	vol.1	agi	145471	145471	50e2cd48db9e7d9dbd69e22b925a2b6fa4b5d6d7fb99a27bfd378bbf2ad258db	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	vol.2	agi	189967	189967	84b0d995113e63ba15f2a3081866209aff9d7bd4f4143436a46b372489e469fc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/kq2-drivepak.par	words.tok	agi	3516	3516	d404578e135a58dafd390b722e9f7bef57e30a693cf08608c824fc6315c73d93	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	logDir	agi	543	543	1fae92595061134034938dc358654121b38d14d7c7a94c668b52d3a74f92af27	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	OS9Boot	host	24902	24902	d19c116566b2b6676844232d17efd429f52f68eed5de5385905be402a3463569	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	picDir	agi	354	354	3fc3d679ca12c6b39fa427bc2c0f23d3ba86059df220a1253285d7647bfd1708	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	sndDir	agi	135	135	a72f6a90749b75b719d54b0297f69d4073e6d9792c003cbbef5cfca4c22c34b9	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	toc	host	13	13	330665d6eca65a7de928cdd0ad3212e47a16ed1a1490939d68eb0f57d95530da	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	toc.txt	host	24	24	123e411a964a917fc2bda6db3c2ba8b06f7845c8a43fad5889908c62948e4485	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	viewDir	agi	705	705	487d337d52cf84b45dc4b4c6050fc9a544b2663357e77835412178ecf23c317a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	vol.0	agi	22752	22752	7c4693f46b1e216483b3852c7132a4adeac83861e83246e78d11e5150c9f1d98	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	vol.1	agi	145471	145471	50e2cd48db9e7d9dbd69e22b925a2b6fa4b5d6d7fb99a27bfd378bbf2ad258db	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	vol.2	agi	189967	189967	84b0d995113e63ba15f2a3081866209aff9d7bd4f4143436a46b372489e469fc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-becker.dsk	words.tok	agi	3516	3516	d404578e135a58dafd390b722e9f7bef57e30a693cf08608c824fc6315c73d93	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	logDir	agi	543	543	1fae92595061134034938dc358654121b38d14d7c7a94c668b52d3a74f92af27	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	OS9Boot	host	24498	24498	0d569e1435e1bade70e4720ac5cd42ed05d76fea658d56da1804659a5115f92b	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	picDir	agi	354	354	3fc3d679ca12c6b39fa427bc2c0f23d3ba86059df220a1253285d7647bfd1708	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	sndDir	agi	135	135	a72f6a90749b75b719d54b0297f69d4073e6d9792c003cbbef5cfca4c22c34b9	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	toc	host	13	13	060073293b9063bb200e6ffbb1ba3a839fae9345cd49e57157ae0278cc67b2b4	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	toc.txt	host	24	24	682b8ed866e10970582d9c515dce624ac08d6001aca497df58643d0188770fbc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	viewDir	agi	705	705	487d337d52cf84b45dc4b4c6050fc9a544b2663357e77835412178ecf23c317a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	vol.0	agi	22752	22752	7c4693f46b1e216483b3852c7132a4adeac83861e83246e78d11e5150c9f1d98	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	vol.1	agi	145471	145471	50e2cd48db9e7d9dbd69e22b925a2b6fa4b5d6d7fb99a27bfd378bbf2ad258db	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	vol.2	agi	189967	189967	84b0d995113e63ba15f2a3081866209aff9d7bd4f4143436a46b372489e469fc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/kq2-dw.dsk	words.tok	agi	3516	3516	d404578e135a58dafd390b722e9f7bef57e30a693cf08608c824fc6315c73d93	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	logDir	agi	543	543	1fae92595061134034938dc358654121b38d14d7c7a94c668b52d3a74f92af27	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	OS9Boot	host	22704	22704	8bc559aaf1394e303447d59a303d0d52c8bfaa797797146c1e689766cd4092b0	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	picDir	agi	354	354	3fc3d679ca12c6b39fa427bc2c0f23d3ba86059df220a1253285d7647bfd1708	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	sndDir	agi	135	135	a72f6a90749b75b719d54b0297f69d4073e6d9792c003cbbef5cfca4c22c34b9	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	toc	host	13	13	060073293b9063bb200e6ffbb1ba3a839fae9345cd49e57157ae0278cc67b2b4	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	toc.txt	host	24	24	682b8ed866e10970582d9c515dce624ac08d6001aca497df58643d0188770fbc	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	viewDir	agi	705	705	487d337d52cf84b45dc4b4c6050fc9a544b2663357e77835412178ecf23c317a	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	vol.0	agi	22752	22752	7c4693f46b1e216483b3852c7132a4adeac83861e83246e78d11e5150c9f1d98	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	vol.1	agi	145471	145471	50e2cd48db9e7d9dbd69e22b925a2b6fa4b5d6d7fb99a27bfd378bbf2ad258db	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-1.dsk	words.tok	agi	3516	3516	d404578e135a58dafd390b722e9f7bef57e30a693cf08608c824fc6315c73d93	0
King's Quest II (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/kq2-2.dsk	object	agi	601	601	14c85b6720fafd5e045416f65246e695bf4966c0ca52bf5f5e678b5c14a56e2a	0
